generation,status,type_number,type_1,type_2,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,maximum_experience,egg_type_number,has_gender,proportion_male,egg_cycles,damage_from_normal,damage_from_fire,damage_from_water,damage_from_electric,damage_from_grass,damage_from_ice,damage_from_fighting,damage_from_poison,damage_from_ground,damage_from_flying,damage_from_psychic,damage_from_bug,damage_from_rock,damage_from_ghost,damage_from_dragon,damage_from_dark,damage_from_steel,damage_from_fairy,sprite_size,sprite_perimeter,sprite_perimeter_to_size_ratio,sprite_red_mean,sprite_green_mean,sprite_blue_mean,sprite_brightness_mean,sprite_red_sd,sprite_green_sd,sprite_blue_sd,sprite_brightness_sd,sprite_overflow_vertical,sprite_overflow_horizontal
1.0,Normal,2.0,Normal,Flying,1.2,38.0,2.0,442.0,65.0,90.0,65.0,61.0,61.0,100.0,90.0,50.0,155.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,375.0,97.0,0.25866666666666666,0.48054379084967314,0.354718954248366,0.2138352941176471,0.3496993464052288,0.3443909088730428,0.27577277593710037,0.1894881461171199,0.2592341594191845,0.0,0.0
1.0,Normal,1.0,Poison,None,2.0,6.9,3.0,288.0,35.0,60.0,44.0,40.0,54.0,55.0,255.0,50.0,58.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,247.0,63.0,0.2550607287449393,0.4536953242835596,0.3222354528856077,0.3527189013257125,0.37621655949829325,0.3135564178245247,0.236215925833139,0.2613666233197692,0.25257873058912195,0.0,0.0
1.0,Normal,1.0,Poison,None,3.5,65.0,3.0,448.0,60.0,95.0,69.0,65.0,79.0,80.0,90.0,50.0,157.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,542.0,97.0,0.17896678966789667,0.4524129947181825,0.35985818681716225,0.47481368931336376,0.42902829028290285,0.26017486070721757,0.20947193230834432,0.29185676846555325,0.2498732053674881,0.0,0.0
1.0,Normal,1.0,Electric,None,0.4,6.0,2.0,320.0,35.0,55.0,40.0,50.0,50.0,90.0,190.0,50.0,112.0,1000000.0,2.0,True,0.5,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,235.0,66.0,0.28085106382978725,0.5672757613683771,0.4809345014601586,0.1542261159783062,0.4008121262689473,0.4140975362725195,0.35409686607337365,0.112286661580062,0.2846638653742858,0.0,0.0
1.0,Normal,1.0,Electric,None,0.4,6.0,0.0,430.0,45.0,80.0,50.0,75.0,60.0,120.0,190.0,50.0,112.0,1000000.0,0.0,True,0.5,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,323.0,76.0,0.23529411764705882,0.626868208583743,0.5166272081588054,0.2917744187458265,0.4784232784961249,0.39986361974525275,0.33171472240238414,0.3081585608242978,0.30677209641931563,0.0,0.0
1.0,Normal,1.0,Electric,None,0.8,30.0,2.0,485.0,60.0,90.0,55.0,90.0,80.0,110.0,75.0,50.0,243.0,1000000.0,2.0,True,0.5,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,699.0,198.0,0.2832618025751073,0.5134898594630984,0.43487895873657045,0.24750764397318298,0.39862548739095066,0.39495401981111533,0.32677548803579476,0.19657189688418003,0.2946767413370406,0.0,0.0
1.0,Normal,2.0,Electric,Psychic,0.7,21.0,1.0,485.0,60.0,85.0,50.0,95.0,85.0,110.0,75.0,50.0,243.0,1000000.0,2.0,True,0.5,10.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,348.0,96.0,0.27586206896551724,0.5395312147847645,0.46446923597025025,0.2472842010367365,0.41709488393058364,0.41148980097096105,0.3611047056068103,0.21527373116055717,0.3149900866292926,0.0,0.0
1.0,Normal,1.0,Ground,None,0.6,12.0,2.0,300.0,50.0,75.0,85.0,20.0,30.0,40.0,255.0,50.0,60.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,219.0,51.0,0.2328767123287671,0.4927925508102784,0.4503894708568359,0.22533798907690927,0.3895066702480078,0.3573205478337714,0.32769828663322753,0.20199445134638194,0.28264255845699043,0.0,0.0
1.0,Normal,2.0,Ice,Steel,0.7,40.0,2.0,300.0,50.0,75.0,90.0,10.0,35.0,40.0,255.0,50.0,60.0,1000000.0,1.0,True,0.5,20.0,0.5,4.0,1.0,1.0,0.5,0.25,4.0,0.0,2.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,234.0,55.0,0.23504273504273504,0.4936483995307524,0.5297134238310708,0.5427182838947544,0.5220267024188593,0.3711119248117707,0.3868622482261034,0.39147282633443886,0.37954997364554083,0.0,0.0
1.0,Normal,1.0,Ground,None,1.0,29.5,2.0,450.0,75.0,100.0,110.0,45.0,55.0,65.0,90.0,50.0,158.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,326.0,79.0,0.24233128834355827,0.43883074702273556,0.38551666065199086,0.23712257909298687,0.35382332892257107,0.355916516243746,0.31534237837194506,0.2361579564541665,0.2856901835291846,0.0,0.0
1.0,Normal,2.0,Ice,Steel,1.2,55.0,2.0,450.0,75.0,100.0,120.0,25.0,65.0,65.0,90.0,50.0,158.0,1000000.0,1.0,True,0.5,20.0,0.5,4.0,1.0,1.0,0.5,0.25,4.0,0.0,2.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,376.0,86.0,0.22872340425531915,0.33900709219858155,0.4322069253233208,0.4859407592824364,0.41905159226811295,0.28660784738778283,0.33405643051835,0.3741059006990684,0.3239303797055476,0.0,0.0
1.0,Normal,1.0,Poison,None,0.4,7.0,3.0,275.0,55.0,47.0,52.0,40.0,40.0,41.0,235.0,50.0,55.0,1059860.0,2.0,True,0.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,218.0,55.0,0.25229357798165136,0.35358877495952507,0.3934520597229717,0.49663608562691125,0.41455897343646936,0.2645122722153269,0.29169745033041716,0.376450921015851,0.30771976699004755,0.0,0.0
1.0,Normal,1.0,Poison,None,0.8,20.0,3.0,365.0,70.0,62.0,67.0,55.0,55.0,56.0,120.0,50.0,128.0,1059860.0,1.0,True,0.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,281.0,71.0,0.2526690391459075,0.33170050938524875,0.4273812015909566,0.41923103761077385,0.39277091619565974,0.24844687674935378,0.31602819279268024,0.3078365731503311,0.28770416670838794,0.0,0.0
1.0,Normal,2.0,Poison,Ground,1.3,60.0,3.0,505.0,90.0,92.0,87.0,75.0,85.0,76.0,45.0,50.0,227.0,1059860.0,1.0,True,0.0,20.0,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,693.0,127.0,0.18326118326118326,0.3567325920267097,0.45976855388620097,0.5437908496732027,0.4534306651953711,0.24688303353353655,0.28263844023473184,0.36791917609660774,0.27793453339279806,0.0,0.0
1.0,Normal,1.0,Poison,None,0.5,9.0,3.0,273.0,46.0,57.0,40.0,40.0,40.0,50.0,235.0,50.0,55.0,1059860.0,2.0,True,1.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,226.0,62.0,0.2743362831858407,0.39770952628839146,0.3074787437098734,0.37411070622939435,0.3597663254092197,0.3122744186368663,0.23018138762506787,0.28086616665947006,0.2697390954076524,0.0,0.0
1.0,Normal,1.0,Poison,None,0.9,19.5,3.0,365.0,61.0,72.0,57.0,55.0,55.0,65.0,120.0,50.0,128.0,1059860.0,2.0,True,1.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,268.0,76.0,0.2835820895522388,0.3930933567456834,0.30119988293824995,0.369212759730758,0.3545019998048971,0.3226859746992356,0.23637857475195173,0.29075810585338085,0.2792359702862323,0.0,0.0
1.0,Normal,2.0,Poison,Ground,1.4,62.0,3.0,505.0,81.0,102.0,77.0,85.0,75.0,85.0,45.0,50.0,227.0,1059860.0,2.0,True,1.0,20.0,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,822.0,145.0,0.17639902676399027,0.4830303897714804,0.38410381184103815,0.5062735556509708,0.45780258575449645,0.31086277596586587,0.24592333339207934,0.3084436169135285,0.2825301128158049,0.0,0.0
1.0,Normal,1.0,Fairy,None,0.6,7.5,3.0,323.0,70.0,45.0,48.0,60.0,65.0,35.0,150.0,140.0,113.0,800000.0,1.0,True,0.25,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,237.0,52.0,0.21940928270042195,0.608885579548275,0.45078183172002984,0.41001075535699516,0.48989272220843333,0.40646203308188184,0.2997167492077823,0.271662787340844,0.32363390081821314,0.0,0.0
1.0,Normal,1.0,Fairy,None,1.3,40.0,3.0,483.0,95.0,70.0,73.0,95.0,90.0,60.0,25.0,140.0,217.0,800000.0,1.0,True,0.25,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,629.0,113.0,0.17965023847376788,0.690302066772655,0.5401103525671,0.528931699865956,0.586448039735237,0.384157463998025,0.30685183730450283,0.30621059576261433,0.33073840978309,0.0,0.0
1.0,Normal,1.0,Fire,None,0.6,9.9,2.0,299.0,38.0,41.0,40.0,50.0,65.0,65.0,190.0,50.0,60.0,1000000.0,1.0,True,0.25,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,260.0,57.0,0.21923076923076923,0.5116138763197587,0.32266968325791856,0.21063348416289593,0.34830568124685773,0.3482594307148188,0.21069846423837751,0.13811096221490604,0.22650692075240295,0.0,0.0
1.0,Normal,1.0,Ice,None,0.6,9.9,2.0,299.0,38.0,41.0,40.0,50.0,65.0,65.0,190.0,50.0,60.0,1000000.0,1.0,True,0.25,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,302.0,67.0,0.22185430463576158,0.5927541877678224,0.6167380859628618,0.6365796649785742,0.6153573129030862,0.41400414967343074,0.4139360189236314,0.413376711556363,0.411635016833329,0.0,0.0
