generation,status,type_number,type_1,type_2,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,maximum_experience,egg_type_number,has_gender,proportion_male,egg_cycles,damage_from_normal,damage_from_fire,damage_from_water,damage_from_electric,damage_from_grass,damage_from_ice,damage_from_fighting,damage_from_poison,damage_from_ground,damage_from_flying,damage_from_psychic,damage_from_bug,damage_from_rock,damage_from_ghost,damage_from_dragon,damage_from_dark,damage_from_steel,damage_from_fairy,sprite_size,sprite_perimeter,sprite_perimeter_to_size_ratio,sprite_red_mean,sprite_green_mean,sprite_blue_mean,sprite_brightness_mean,sprite_red_sd,sprite_green_sd,sprite_blue_sd,sprite_brightness_sd,sprite_overflow_vertical,sprite_overflow_horizontal
1.0,Normal,1.0,Water,None,1.0,22.5,2.0,405.0,59.0,63.0,80.0,65.0,80.0,58.0,45.0,50.0,142.0,1059860.0,2.0,True,0.875,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,304.0,77.0,0.2532894736842105,0.4032378740970072,0.4305727554179567,0.4886738906088751,0.440828173374613,0.3149007077302176,0.3367839785851001,0.390430552568241,0.3382085827382007,0.0,0.0
1.0,Normal,1.0,Water,None,1.6,85.5,2.0,530.0,79.0,83.0,100.0,85.0,105.0,78.0,45.0,50.0,239.0,1059860.0,2.0,True,0.875,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,794.0,119.0,0.1498740554156171,0.4369091717291451,0.5046624191238208,0.5498542994023806,0.4971419634184488,0.3018116257736601,0.3138043241467794,0.3626664533454341,0.3081415992346692,0.0,0.0
1.0,Normal,1.0,Water,None,1.6,101.1,1.0,630.0,79.0,103.0,120.0,135.0,115.0,78.0,45.0,50.0,284.0,1059860.0,2.0,True,0.875,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,483.0,89.0,0.1842650103519668,0.5003125888036374,0.5024154589371981,0.4889863191653473,0.4972381223020609,0.2724077985574145,0.2653916224036551,0.2957437038651566,0.2607519424700896,0.0,0.0
1.0,Normal,1.0,Bug,None,0.3,2.9,2.0,195.0,45.0,30.0,35.0,20.0,20.0,45.0,255.0,50.0,39.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,136.0,43.0,0.3161764705882353,0.3718858131487889,0.3608996539792388,0.1761245674740484,0.3029700115340253,0.3308601360039443,0.3256145248215839,0.1337038330460954,0.2491196384549797,0.0,0.0
1.0,Normal,1.0,Bug,None,0.7,9.9,1.0,205.0,50.0,20.0,55.0,25.0,25.0,30.0,120.0,50.0,72.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,131.0,41.0,0.3129770992366412,0.3943122287082772,0.5065110013471037,0.218081125580003,0.3729681185451279,0.2834791911077598,0.3600178033710909,0.1821798100883777,0.2693340947691132,0.0,0.0
1.0,Normal,2.0,Bug,Flying,1.1,32.0,2.0,395.0,60.0,45.0,50.0,90.0,80.0,70.0,45.0,50.0,178.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,736.0,153.0,0.2078804347826087,0.4649136828644501,0.461056052855925,0.5026161551577153,0.4761952969593634,0.3593667692117603,0.3454974990480621,0.3554100575876158,0.3466904269108666,0.0357142857142857,0.0
1.0,Normal,2.0,Bug,Poison,0.3,3.2,2.0,195.0,40.0,35.0,30.0,20.0,20.0,50.0,255.0,50.0,39.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,146.0,48.0,0.3287671232876712,0.4600590921300026,0.3483212463067418,0.2198227236099919,0.3427343540155788,0.3663291097108779,0.2934915656839713,0.2223684838539799,0.278847384903404,0.0,0.0
1.0,Normal,2.0,Bug,Poison,0.6,10.0,1.0,205.0,45.0,25.0,50.0,25.0,25.0,35.0,120.0,50.0,72.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,160.0,40.0,0.25,0.5384313725490195,0.4607843137254901,0.1292156862745098,0.3761437908496731,0.3923589675287551,0.3374406693118831,0.1073319435100974,0.2680559016756963,0.0,0.0
1.0,Normal,2.0,Bug,Poison,1.0,29.5,2.0,395.0,65.0,90.0,40.0,45.0,80.0,75.0,45.0,50.0,178.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,301.0,113.0,0.3754152823920266,0.3764705882352941,0.3449938114780796,0.2665103250602567,0.3293249082578768,0.3863215119344643,0.3595029676773896,0.3405591205704907,0.3356320561416696,0.0,0.0
1.0,Normal,2.0,Bug,Poison,1.4,40.5,1.0,495.0,65.0,150.0,40.0,15.0,80.0,145.0,45.0,50.0,223.0,1000000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,430.0,121.0,0.2813953488372093,0.5238759689922482,0.4897583219334245,0.3961605107159142,0.4699316005471957,0.2956430509918927,0.2717292991676834,0.2573459469053532,0.2468230364792193,0.0,0.0
1.0,Normal,2.0,Normal,Flying,0.3,1.8,3.0,251.0,40.0,45.0,40.0,35.0,35.0,56.0,255.0,50.0,50.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,197.0,50.0,0.2538071065989847,0.4785508111874191,0.3868219368965859,0.2492286254603364,0.3715337911814472,0.3676706808783704,0.3107296256937296,0.2132525890885118,0.2853355367581465,0.0,0.0
1.0,Normal,2.0,Normal,Flying,1.1,30.0,3.0,349.0,63.0,60.0,55.0,50.0,50.0,71.0,120.0,50.0,122.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,238.0,64.0,0.2689075630252101,0.459251936068545,0.3047619047619047,0.216444224748723,0.3268193551930576,0.362176738714852,0.2535098392844258,0.1916920997586915,0.2520991469024241,0.0,0.0
1.0,Normal,2.0,Normal,Flying,1.5,39.5,3.0,479.0,83.0,80.0,75.0,70.0,70.0,101.0,45.0,50.0,216.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,679.0,129.0,0.1899852724594992,0.6159461722833464,0.4642582806318404,0.3166825493083831,0.4656290007411899,0.3697724185364964,0.3264226798203439,0.2234778785000148,0.2904088058948108,0.0,0.0
1.0,Normal,2.0,Normal,Flying,2.2,50.5,1.0,579.0,83.0,80.0,80.0,135.0,80.0,121.0,45.0,50.0,261.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,500.0,125.0,0.25,0.5361803921568629,0.4029725490196079,0.372235294117647,0.4371294117647059,0.3105623608750916,0.2479911271992411,0.1856052207302428,0.2117571078440041,0.0,0.0
1.0,Normal,1.0,Normal,None,0.3,3.5,3.0,253.0,30.0,56.0,35.0,25.0,35.0,72.0,255.0,50.0,51.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,205.0,68.0,0.3317073170731707,0.3787661406025824,0.329794356767097,0.4018747010999521,0.3701450661565439,0.3192767771963136,0.2810936966955953,0.3339593133369531,0.30368106355591,0.0,0.0
1.0,Normal,2.0,Dark,Normal,0.3,3.8,3.0,253.0,30.0,56.0,35.0,25.0,35.0,72.0,255.0,50.0,51.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,237.0,80.0,0.3375527426160337,0.3089600397120873,0.3008852486142136,0.2877802597832382,0.299208516036513,0.2761780820446199,0.2632817218433905,0.2411572069101858,0.2585532698306259,0.0,0.0
1.0,Normal,1.0,Normal,None,0.7,18.5,3.0,413.0,55.0,81.0,60.0,50.0,70.0,97.0,127.0,50.0,145.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,318.0,87.0,0.2735849056603773,0.4655567887532372,0.3979775558021951,0.2582809224318658,0.3739384223290993,0.3737925083065104,0.3264626294865988,0.2206257253681599,0.2994004738394826,0.0,0.0
1.0,Normal,2.0,Dark,Normal,0.7,25.5,3.0,413.0,75.0,71.0,70.0,40.0,80.0,77.0,127.0,50.0,145.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0,337.0,89.0,0.2640949554896142,0.3954616861581427,0.3637167626694594,0.3277826264036771,0.3623203584104264,0.3317981112115832,0.303674718554137,0.2627781684870198,0.2979045693031871,0.0,0.0
1.0,Normal,2.0,Normal,Flying,0.3,2.0,2.0,262.0,40.0,60.0,30.0,31.0,31.0,70.0,255.0,50.0,52.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,197.0,50.0,0.2538071065989847,0.4314123618990743,0.2887230018911118,0.2012939185826615,0.3071430941242825,0.3504551730901298,0.2307988026126864,0.1845885161069682,0.2428255576981329,0.0,0.0
1.0,Normal,2.0,Normal,Flying,1.2,38.0,2.0,442.0,65.0,90.0,65.0,61.0,61.0,100.0,90.0,50.0,155.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,375.0,97.0,0.2586666666666666,0.4805437908496731,0.354718954248366,0.2138352941176471,0.3496993464052288,0.3443909088730428,0.2757727759371003,0.1894881461171199,0.2592341594191845,0.0,0.0
1.0,Normal,1.0,Poison,None,2.0,6.9,3.0,288.0,35.0,60.0,44.0,40.0,54.0,55.0,255.0,50.0,58.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,247.0,63.0,0.2550607287449393,0.4536953242835596,0.3222354528856077,0.3527189013257125,0.3762165594982932,0.3135564178245247,0.236215925833139,0.2613666233197692,0.2525787305891219,0.0,0.0
1.0,Normal,1.0,Poison,None,3.5,65.0,3.0,448.0,60.0,95.0,69.0,65.0,79.0,80.0,90.0,50.0,157.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,542.0,97.0,0.1789667896678966,0.4524129947181825,0.3598581868171622,0.4748136893133637,0.4290282902829028,0.2601748607072175,0.2094719323083443,0.2918567684655532,0.2498732053674881,0.0,0.0
1.0,Normal,1.0,Electric,None,0.4,6.0,2.0,320.0,35.0,55.0,40.0,50.0,50.0,90.0,190.0,50.0,112.0,1000000.0,2.0,True,0.5,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,235.0,66.0,0.2808510638297872,0.5672757613683771,0.4809345014601586,0.1542261159783062,0.4008121262689473,0.4140975362725195,0.3540968660733736,0.112286661580062,0.2846638653742858,0.0,0.0
1.0,Normal,1.0,Electric,None,0.4,6.0,1.0,430.0,45.0,80.0,50.0,75.0,60.0,120.0,190.0,50.0,112.0,1000000.0,0.0,True,0.5,10.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,323.0,76.0,0.2352941176470588,0.626868208583743,0.5166272081588054,0.2917744187458265,0.4784232784961249,0.3998636197452527,0.3317147224023841,0.3081585608242978,0.3067720964193156,0.0,0.0
1.0,Normal,1.0,Electric,None,0.8,30.0,2.0,485.0,60.0,90.0,55.0,90.0,80.0,110.0,75.0,50.0,243.0,1000000.0,2.0,True,0.5,10.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,699.0,198.0,0.2832618025751073,0.5134898594630984,0.4348789587365704,0.2475076439731829,0.3986254873909506,0.3949540198111153,0.3267754880357947,0.19657189688418,0.2946767413370406,0.0,0.0
1.0,Normal,2.0,Electric,Psychic,0.7,21.0,1.0,485.0,60.0,85.0,50.0,95.0,85.0,110.0,75.0,50.0,243.0,1000000.0,2.0,True,0.5,10.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,348.0,96.0,0.2758620689655172,0.5395312147847645,0.4644692359702502,0.2472842010367365,0.4170948839305836,0.411489800970961,0.3611047056068103,0.2152737311605571,0.3149900866292926,0.0,0.0
1.0,Normal,1.0,Ground,None,0.6,12.0,2.0,300.0,50.0,75.0,85.0,20.0,30.0,40.0,255.0,50.0,60.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,219.0,51.0,0.2328767123287671,0.4927925508102784,0.4503894708568359,0.2253379890769092,0.3895066702480078,0.3573205478337714,0.3276982866332275,0.2019944513463819,0.2826425584569904,0.0,0.0
1.0,Normal,2.0,Ice,Steel,0.7,40.0,2.0,300.0,50.0,75.0,90.0,10.0,35.0,40.0,255.0,50.0,60.0,1000000.0,1.0,True,0.5,20.0,0.5,4.0,1.0,1.0,0.5,0.25,4.0,0.0,2.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,234.0,55.0,0.235042735042735,0.4936483995307524,0.5297134238310708,0.5427182838947544,0.5220267024188593,0.3711119248117707,0.3868622482261034,0.3914728263344388,0.3795499736455408,0.0,0.0
1.0,Normal,1.0,Ground,None,1.0,29.5,2.0,450.0,75.0,100.0,110.0,45.0,55.0,65.0,90.0,50.0,158.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,326.0,79.0,0.2423312883435582,0.4388307470227355,0.3855166606519908,0.2371225790929868,0.353823328922571,0.355916516243746,0.315342378371945,0.2361579564541665,0.2856901835291846,0.0,0.0
1.0,Normal,2.0,Ice,Steel,1.2,55.0,2.0,450.0,75.0,100.0,120.0,25.0,65.0,65.0,90.0,50.0,158.0,1000000.0,1.0,True,0.5,20.0,0.5,4.0,1.0,1.0,0.5,0.25,4.0,0.0,2.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,376.0,86.0,0.2287234042553191,0.3390070921985815,0.4322069253233208,0.4859407592824364,0.4190515922681129,0.2866078473877828,0.33405643051835,0.3741059006990684,0.3239303797055476,0.0,0.0
1.0,Normal,1.0,Poison,None,0.4,7.0,3.0,275.0,55.0,47.0,52.0,40.0,40.0,41.0,235.0,50.0,55.0,1059860.0,2.0,True,0.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,218.0,55.0,0.2522935779816513,0.353588774959525,0.3934520597229717,0.4966360856269112,0.4145589734364693,0.2645122722153269,0.2916974503304171,0.376450921015851,0.3077197669900475,0.0,0.0
1.0,Normal,1.0,Poison,None,0.8,20.0,3.0,365.0,70.0,62.0,67.0,55.0,55.0,56.0,120.0,50.0,128.0,1059860.0,1.0,True,0.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,281.0,71.0,0.2526690391459075,0.3317005093852487,0.4273812015909566,0.4192310376107738,0.3927709161956597,0.2484468767493537,0.3160281927926802,0.3078365731503311,0.2877041667083879,0.0,0.0
1.0,Normal,2.0,Poison,Ground,1.3,60.0,3.0,505.0,90.0,92.0,87.0,75.0,85.0,76.0,45.0,50.0,227.0,1059860.0,1.0,True,0.0,20.0,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,693.0,127.0,0.1832611832611832,0.3567325920267097,0.4597685538862009,0.5437908496732027,0.4534306651953711,0.2468830335335365,0.2826384402347318,0.3679191760966077,0.277934533392798,0.0,0.0
1.0,Normal,1.0,Poison,None,0.5,9.0,3.0,273.0,46.0,57.0,40.0,40.0,40.0,50.0,235.0,50.0,55.0,1059860.0,2.0,True,1.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,226.0,62.0,0.2743362831858407,0.3977095262883914,0.3074787437098734,0.3741107062293943,0.3597663254092197,0.3122744186368663,0.2301813876250678,0.28086616665947,0.2697390954076524,0.0,0.0
1.0,Normal,1.0,Poison,None,0.9,19.5,3.0,365.0,61.0,72.0,57.0,55.0,55.0,65.0,120.0,50.0,128.0,1059860.0,2.0,True,1.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,268.0,76.0,0.2835820895522388,0.3930933567456834,0.3011998829382499,0.369212759730758,0.3545019998048971,0.3226859746992356,0.2363785747519517,0.2907581058533808,0.2792359702862323,0.0,0.0
1.0,Normal,2.0,Poison,Ground,1.4,62.0,3.0,505.0,81.0,102.0,77.0,85.0,75.0,85.0,45.0,50.0,227.0,1059860.0,2.0,True,1.0,20.0,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,822.0,145.0,0.1763990267639902,0.4830303897714804,0.3841038118410381,0.5062735556509708,0.4578025857544964,0.3108627759658658,0.2459233333920793,0.3084436169135285,0.2825301128158049,0.0,0.0
1.0,Normal,1.0,Fairy,None,0.6,7.5,3.0,323.0,70.0,45.0,48.0,60.0,65.0,35.0,150.0,140.0,113.0,800000.0,1.0,True,0.25,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,237.0,52.0,0.2194092827004219,0.608885579548275,0.4507818317200298,0.4100107553569951,0.4898927222084333,0.4064620330818818,0.2997167492077823,0.271662787340844,0.3236339008182131,0.0,0.0
1.0,Normal,1.0,Fairy,None,1.3,40.0,3.0,483.0,95.0,70.0,73.0,95.0,90.0,60.0,25.0,140.0,217.0,800000.0,1.0,True,0.25,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,629.0,113.0,0.1796502384737678,0.690302066772655,0.5401103525671,0.528931699865956,0.586448039735237,0.384157463998025,0.3068518373045028,0.3062105957626143,0.33073840978309,0.0,0.0
1.0,Normal,1.0,Fire,None,0.6,9.9,2.0,299.0,38.0,41.0,40.0,50.0,65.0,65.0,190.0,50.0,60.0,1000000.0,1.0,True,0.25,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,260.0,57.0,0.2192307692307692,0.5116138763197587,0.3226696832579185,0.2106334841628959,0.3483056812468577,0.3482594307148188,0.2106984642383775,0.138110962214906,0.2265069207524029,0.0,0.0
1.0,Normal,1.0,Ice,None,0.6,9.9,2.0,299.0,38.0,41.0,40.0,50.0,65.0,65.0,190.0,50.0,60.0,1000000.0,1.0,True,0.25,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,302.0,67.0,0.2218543046357615,0.5927541877678224,0.6167380859628618,0.6365796649785742,0.6153573129030862,0.4140041496734307,0.4139360189236314,0.413376711556363,0.411635016833329,0.0,0.0
1.0,Normal,1.0,Fire,None,1.1,19.9,2.0,505.0,73.0,76.0,75.0,81.0,100.0,100.0,75.0,50.0,177.0,1000000.0,1.0,True,0.25,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,823.0,141.0,0.1713244228432563,0.6456865127582017,0.5988468777547471,0.4026159674076191,0.5490497859735227,0.382477139260109,0.3567567439222939,0.2229926573315439,0.3168394831847655,0.0,0.0
